Transaction_Amount,Transaction_Type,Hour,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent,is_night,is_business_hours,high_velocity,new_account,Amount_Category,Transaction_Type_enc,Device_Used_enc,Location_enc,Payment_Method_enc
3936.79,Online Purchase,14,Mobile,Houston,0,80,8,UPI,0,0,1,0,0,High,3,1,2,3
1173.42,ATM Withdrawal,11,Desktop,Boston,4,118,14,Debit Card,0,0,1,1,0,High,0,0,0,1
3563.27,Bank Transfer,11,Mobile,Chicago,2,57,3,Unknown,0,0,1,0,0,High,1,1,1,4
1240.49,POS Payment,4,Desktop,Miami,4,56,13,UPI,0,1,0,1,0,High,4,0,4,3
2320.35,POS Payment,12,Unknown Device,Boston,2,30,7,Net Banking,0,0,1,0,0,High,4,4,0,2
431.73,ATM Withdrawal,5,Desktop,Houston,2,117,3,Net Banking,0,1,0,0,0,Low,0,0,2,2
2277.72,Bill Payment,9,Mobile,Seattle,3,84,14,Credit Card,0,0,1,1,0,High,2,1,7,0
3065.45,Bank Transfer,7,Tablet,Miami,4,114,12,Credit Card,0,0,0,1,0,High,1,2,4,0
2818.77,Bank Transfer,22,Tablet,New York,0,88,2,Debit Card,0,1,0,0,0,High,1,2,5,1
2035.3,Bank Transfer,15,Tablet,Los Angeles,2,20,4,Debit Card,0,0,1,0,1,High,1,2,3,1
1851.63,Bill Payment,20,Tablet,Boston,3,40,9,UPI,0,0,0,0,0,High,2,2,0,3
1380.62,Bill Payment,12,Mobile,New York,0,85,11,Net Banking,0,0,1,0,0,High,2,1,5,2
3836.68,Bank Transfer,23,Mobile,Houston,0,24,10,Net Banking,0,1,0,0,1,High,1,1,2,2
3914.28,POS Payment,8,Mobile,Miami,2,107,5,Net Banking,0,0,0,0,0,High,4,1,4,2
2417.72,Online Purchase,1,Desktop,San Francisco,3,118,4,Credit Card,0,1,0,0,0,High,3,0,6,0
1915.9,ATM Withdrawal,16,Tablet,Chicago,1,18,14,Debit Card,0,0,1,1,1,High,0,2,1,1
3188.93,ATM Withdrawal,16,Tablet,Miami,3,113,13,Debit Card,0,0,1,1,0,High,0,2,4,1
2790.87,Bill Payment,11,Mobile,Seattle,2,40,13,Credit Card,0,0,1,1,0,High,2,1,7,0
3337.94,Bank Transfer,23,Desktop,Boston,2,69,6,Debit Card,0,1,0,0,0,High,1,0,0,1
1533.55,Bank Transfer,17,Mobile,Seattle,3,32,2,Credit Card,0,0,1,0,0,High,1,1,7,0
3942.81,POS Payment,21,Mobile,Boston,0,46,11,Net Banking,0,0,0,0,0,High,4,1,0,2
1587.13,ATM Withdrawal,23,Unknown Device,Miami,1,73,10,Debit Card,0,1,0,0,0,High,0,4,4,1
2096.52,Bank Transfer,12,Desktop,New York,1,85,4,Debit Card,0,0,1,0,0,High,1,0,5,1
666.45,ATM Withdrawal,3,Mobile,Chicago,3,36,7,Debit Card,0,1,0,0,0,Medium,0,1,1,1
4277.57,ATM Withdrawal,10,Desktop,San Francisco,3,2,5,Debit Card,0,0,1,0,1,High,0,0,6,1
3223.15,Bank Transfer,0,Mobile,New York,0,35,2,Credit Card,0,1,0,0,0,High,1,1,5,0
1180.26,ATM Withdrawal,2,Mobile,Chicago,3,28,5,Net Banking,0,1,0,0,1,High,0,1,1,2
4259.33,ATM Withdrawal,7,Tablet,San Francisco,0,110,5,UPI,0,0,0,0,0,High,0,2,6,3
3525.44,POS Payment,23,Mobile,New York,1,35,4,Net Banking,0,1,0,0,0,High,4,1,5,2
2213.69,Bill Payment,21,Tablet,Seattle,4,66,12,UPI,0,0,0,1,0,High,2,2,7,3
4949.26,Bill Payment,3,Mobile,Miami,1,75,4,Credit Card,0,1,0,0,0,High,2,1,4,0
1689.36,POS Payment,12,Unknown,New York,1,60,8,UPI,0,0,1,0,0,High,4,3,5,3
502.25,Bank Transfer,13,Unknown Device,New York,0,41,9,Credit Card,1,0,1,0,0,Medium,1,4,5,0
3668.63,ATM Withdrawal,19,Tablet,Seattle,2,51,8,UPI,0,0,0,0,0,High,0,2,7,3
2524.1,Bank Transfer,21,Unknown Device,Seattle,0,46,9,Net Banking,0,0,0,0,0,High,1,4,7,2
299.53,Online Purchase,14,Desktop,Miami,1,86,4,Debit Card,0,0,1,0,0,Low,3,0,4,1
4098,ATM Withdrawal,1,Desktop,Seattle,3,47,11,Credit Card,0,1,0,0,0,High,0,0,7,0
2524.1,Online Purchase,20,Desktop,Houston,1,87,8,Debit Card,0,0,0,0,0,High,3,0,2,1
4648.33,POS Payment,9,Tablet,Los Angeles,1,58,14,Debit Card,0,0,1,1,0,High,4,2,3,1
597.15,Online Purchase,4,Mobile,Boston,4,13,1,UPI,0,1,0,0,1,Medium,3,1,0,3
3006.04,Bill Payment,8,Tablet,Seattle,2,20,3,Credit Card,0,0,0,0,1,High,2,2,7,0
1101.02,ATM Withdrawal,13,Desktop,Seattle,1,68,14,UPI,0,0,1,1,0,High,0,0,7,3
2000.21,ATM Withdrawal,6,Tablet,Miami,3,52,7,Net Banking,0,0,0,0,0,High,0,2,4,2
1329.13,POS Payment,21,Mobile,Miami,0,84,3,UPI,0,0,0,0,0,High,4,1,4,3
2524.1,ATM Withdrawal,2,Mobile,Miami,3,67,8,Net Banking,0,1,0,0,0,High,0,1,4,2
568.82,POS Payment,10,Unknown,Miami,3,85,6,Net Banking,0,0,1,0,0,Medium,4,3,4,2
1521.06,ATM Withdrawal,12,Tablet,Miami,2,6,2,Credit Card,0,0,1,0,1,High,0,2,4,0
2524.1,Online Purchase,23,Tablet,Los Angeles,0,84,14,Credit Card,0,1,0,1,0,High,3,2,3,0
2461.7,ATM Withdrawal,20,Mobile,Los Angeles,3,113,1,Debit Card,0,0,0,0,0,High,0,1,3,1
1486.93,POS Payment,13,Mobile,Boston,1,108,3,Credit Card,0,0,1,0,0,High,4,1,0,0
2953.59,Online Purchase,10,Desktop,New York,3,79,11,Debit Card,0,0,1,0,0,High,3,0,5,1
2284.95,POS Payment,2,Unknown Device,Miami,0,55,8,UPI,0,1,0,0,0,High,4,4,4,3
1223.05,Bill Payment,21,Mobile,Miami,4,107,13,UPI,0,0,0,1,0,High,2,1,4,3
519.19,Online Purchase,2,Tablet,Miami,3,112,2,UPI,0,1,0,0,0,Medium,3,2,4,3
3767.82,Bill Payment,9,Tablet,Los Angeles,1,27,13,Credit Card,0,0,1,1,1,High,2,2,3,0
3167.5,POS Payment,22,Desktop,Los Angeles,1,28,6,Credit Card,0,1,0,0,1,High,4,0,3,0
169.49,Bill Payment,7,Desktop,Miami,3,92,12,Credit Card,0,0,0,1,0,Low,2,0,4,0
4946.88,ATM Withdrawal,2,Tablet,San Francisco,0,81,4,Debit Card,0,1,0,0,0,High,0,2,6,1
3214.24,Online Purchase,7,Mobile,New York,3,21,1,Credit Card,0,0,0,0,1,High,3,1,5,0
1039.87,Online Purchase,14,Mobile,Chicago,4,10,13,UPI,0,0,1,1,1,High,3,1,1,3
4203.28,Bill Payment,23,Tablet,Boston,4,96,14,Debit Card,0,1,0,1,0,High,2,2,0,1
4411.09,Bill Payment,15,Mobile,Houston,2,37,12,Net Banking,0,0,1,1,0,High,2,1,2,2
2870.56,Online Purchase,15,Desktop,Los Angeles,3,27,11,Debit Card,0,0,1,0,1,High,3,0,3,1
4428.43,POS Payment,5,Tablet,New York,4,86,2,Debit Card,0,1,0,0,0,High,4,2,5,1
150.71,Bill Payment,4,Tablet,New York,3,16,2,Net Banking,0,1,0,0,1,Low,2,2,5,2
4726.11,Bill Payment,11,Desktop,Houston,0,51,7,Debit Card,0,0,1,0,0,High,2,0,2,1
290.73,POS Payment,18,Desktop,New York,4,3,7,UPI,0,0,0,0,1,Low,4,0,5,3
2524.1,POS Payment,20,Tablet,Chicago,0,115,9,Debit Card,0,0,0,0,0,High,4,2,1,1
1732.74,Online Purchase,13,Mobile,Unknown,3,44,1,Credit Card,0,0,1,0,0,High,3,1,8,0
201.37,Bill Payment,20,Desktop,Seattle,0,36,14,Credit Card,0,0,0,1,0,Low,2,0,7,0
4646.8,Online Purchase,23,Desktop,Los Angeles,2,100,7,Net Banking,0,1,0,0,0,High,3,0,3,2
681.11,Bank Transfer,6,Unknown,Unknown,2,111,10,Debit Card,1,0,0,0,0,Medium,1,3,8,1
4269.45,Online Purchase,10,Desktop,Los Angeles,4,10,7,Debit Card,0,0,1,0,1,High,3,0,3,1
1655.07,Online Purchase,13,Unknown,Unknown,2,73,12,Net Banking,0,0,1,1,0,High,3,3,8,2
3707.11,POS Payment,5,Desktop,Los Angeles,0,7,14,UPI,0,1,0,1,1,High,4,0,3,3
1274.83,Online Purchase,3,Desktop,Chicago,4,115,7,Net Banking,0,1,0,0,0,High,3,0,1,2
2919.25,ATM Withdrawal,16,Tablet,Los Angeles,3,39,5,Debit Card,0,0,1,0,0,High,0,2,3,1
49997.8,Online Purchase,6,Desktop,Houston,1,30,10,Debit Card,0,0,0,0,0,Very High,3,0,2,1
2833.07,POS Payment,11,Mobile,New York,3,5,12,Credit Card,0,0,1,1,1,High,4,1,5,0
1536.23,Bank Transfer,2,Tablet,Boston,2,33,7,Debit Card,0,1,0,0,0,High,1,2,0,1
1171.01,POS Payment,8,Desktop,Los Angeles,2,75,13,Debit Card,0,0,0,1,0,High,4,0,3,1
878.15,POS Payment,8,Desktop,Miami,4,51,3,Credit Card,0,0,0,0,0,Medium,4,0,4,0
4194.87,ATM Withdrawal,11,Tablet,Houston,1,33,3,UPI,0,0,1,0,0,High,0,2,2,3
3056.66,Bank Transfer,14,Tablet,Miami,4,84,2,Credit Card,0,0,1,0,0,High,1,2,4,0
2545.85,ATM Withdrawal,3,Desktop,Miami,2,86,9,Net Banking,0,1,0,0,0,High,0,0,4,2
1251.66,Bank Transfer,9,Unknown,Miami,1,82,8,UPI,0,0,1,0,0,High,1,3,4,3
2171.6,ATM Withdrawal,23,Desktop,Los Angeles,4,102,12,UPI,0,1,0,1,0,High,0,0,3,3
3102.21,Online Purchase,8,Tablet,New York,4,104,13,UPI,0,0,0,1,0,High,3,2,5,3
364.05,Bank Transfer,12,Mobile,Seattle,0,60,5,Net Banking,0,0,1,0,0,Low,1,1,7,2
1806.77,Online Purchase,13,Mobile,Seattle,3,102,11,Debit Card,1,0,1,0,0,High,3,1,7,1
1201.32,ATM Withdrawal,0,Tablet,Seattle,4,59,5,UPI,0,1,0,0,0,High,0,2,7,3
3234.34,Bill Payment,16,Unknown,Houston,3,85,2,Net Banking,0,0,1,0,0,High,2,3,2,2
49997.8,Online Purchase,6,Desktop,Chicago,1,105,11,UPI,0,0,0,0,0,Very High,3,0,1,3
1500.58,Bill Payment,12,Tablet,New York,1,104,1,Net Banking,0,0,1,0,0,High,2,2,5,2
212.95,Bill Payment,11,Tablet,Seattle,3,78,10,UPI,0,0,1,0,0,Low,2,2,7,3
918.15,POS Payment,10,Desktop,San Francisco,1,21,12,Unknown,0,0,1,1,1,Medium,4,0,6,4
804.51,Bank Transfer,1,Tablet,Boston,0,91,9,Net Banking,0,1,0,0,0,Medium,1,2,0,2
2844.13,ATM Withdrawal,4,Mobile,San Francisco,1,84,4,Unknown,0,1,0,0,0,High,0,1,6,4
850.61,Bill Payment,17,Mobile,Los Angeles,3,73,14,Net Banking,0,0,1,1,0,Medium,2,1,3,2
2414.26,Online Purchase,19,Tablet,Boston,2,1,5,Credit Card,0,0,0,0,1,High,3,2,0,0
3074.57,Online Purchase,23,Unknown,Miami,4,46,9,Unknown,0,1,0,0,0,High,3,3,4,4
4398.43,POS Payment,3,Tablet,Boston,3,49,10,UPI,0,1,0,0,0,High,4,2,0,3
1228.91,POS Payment,20,Tablet,Los Angeles,0,6,5,Debit Card,0,0,0,0,1,High,4,2,3,1
933.64,ATM Withdrawal,13,Mobile,San Francisco,4,14,9,Net Banking,0,0,1,0,1,Medium,0,1,6,2
870.4,ATM Withdrawal,5,Mobile,Boston,2,97,8,UPI,0,1,0,0,0,Medium,0,1,0,3
1805.34,Online Purchase,9,Desktop,Los Angeles,3,114,4,Debit Card,0,0,1,0,0,High,3,0,3,1
3247.66,Bill Payment,19,Mobile,Chicago,2,69,2,Net Banking,0,0,0,0,0,High,2,1,1,2
3360.95,Online Purchase,0,Mobile,Houston,3,51,1,Debit Card,0,1,0,0,0,High,3,1,2,1
1058.75,Bill Payment,9,Tablet,Seattle,0,70,6,Net Banking,0,0,1,0,0,High,2,2,7,2
660.51,Online Purchase,6,Mobile,Seattle,3,56,8,Credit Card,0,0,0,0,0,Medium,3,1,7,0
2246.15,ATM Withdrawal,1,Tablet,San Francisco,1,79,13,Debit Card,0,1,0,1,0,High,0,2,6,1
710.25,Bill Payment,3,Desktop,Boston,4,109,11,Debit Card,0,1,0,0,0,Medium,2,0,0,1
4065.54,ATM Withdrawal,15,Tablet,Boston,0,38,8,Net Banking,0,0,1,0,0,High,0,2,0,2
423.99,ATM Withdrawal,11,Mobile,Los Angeles,4,82,14,UPI,0,0,1,1,0,Low,0,1,3,3
3761.71,Online Purchase,3,Unknown,Los Angeles,3,67,10,UPI,0,1,0,0,0,High,3,3,3,3
218.03,Online Purchase,14,Mobile,New York,1,78,8,Credit Card,0,0,1,0,0,Low,3,1,5,0
4035.89,POS Payment,1,Desktop,Chicago,3,89,5,Credit Card,0,1,0,0,0,High,4,0,1,0
3137.62,ATM Withdrawal,19,Mobile,Houston,3,2,10,Unknown,0,0,0,0,1,High,0,1,2,4
1615.25,POS Payment,9,Mobile,Seattle,3,62,5,Credit Card,0,0,1,0,0,High,4,1,7,0
2030.56,Bank Transfer,19,Desktop,Seattle,0,41,11,Unknown,0,0,0,0,0,High,1,0,7,4
3369.72,ATM Withdrawal,21,Tablet,Los Angeles,1,52,2,Unknown,0,0,0,0,0,High,0,2,3,4
932.21,POS Payment,6,Tablet,Chicago,2,103,12,Debit Card,0,0,0,1,0,Medium,4,2,1,1
4452.15,Bank Transfer,4,Tablet,Houston,3,114,8,UPI,0,1,0,0,0,High,1,2,2,3
2417.02,ATM Withdrawal,8,Mobile,Boston,2,106,11,Debit Card,0,0,0,0,0,High,0,1,0,1
2524.1,ATM Withdrawal,18,Mobile,Houston,0,1,6,Net Banking,0,0,0,0,1,High,0,1,2,2
2535.95,Bank Transfer,0,Mobile,Boston,3,22,11,Debit Card,0,1,0,0,1,High,1,1,0,1
2264.13,Online Purchase,12,Tablet,San Francisco,0,21,13,Credit Card,0,0,1,1,1,High,3,2,6,0
2350.73,Bank Transfer,20,Mobile,San Francisco,4,42,1,Credit Card,0,0,0,0,0,High,1,1,6,0
1818.81,Bill Payment,20,Mobile,Los Angeles,3,9,12,Credit Card,0,0,0,1,1,High,2,1,3,0
3665.11,ATM Withdrawal,16,Mobile,Miami,2,66,6,UPI,0,0,1,0,0,High,0,1,4,3
4231.53,Bill Payment,19,Tablet,Chicago,1,114,7,UPI,0,0,0,0,0,High,2,2,1,3
4272.71,Bank Transfer,1,Mobile,Los Angeles,4,5,3,UPI,0,1,0,0,1,High,1,1,3,3
610.12,Online Purchase,2,Desktop,Houston,3,52,11,Net Banking,0,1,0,0,0,Medium,3,0,2,2
3808.03,Bill Payment,15,Desktop,Miami,0,64,10,Net Banking,0,0,1,0,0,High,2,0,4,2
1003.77,POS Payment,19,Tablet,Miami,2,67,1,Credit Card,0,0,0,0,0,High,4,2,4,0
65.83,POS Payment,2,Desktop,San Francisco,1,71,11,Credit Card,0,1,0,0,0,Very Low,4,0,6,0
1380.92,ATM Withdrawal,12,Mobile,San Francisco,2,59,2,UPI,0,0,1,0,0,High,0,1,6,3
1467.88,ATM Withdrawal,4,Mobile,Boston,4,43,9,UPI,0,1,0,0,0,High,0,1,0,3
4049.9,Online Purchase,17,Tablet,Los Angeles,2,3,10,Net Banking,0,0,1,0,1,High,3,2,3,2
3713.27,Online Purchase,14,Desktop,Miami,0,55,14,Net Banking,0,0,1,1,0,High,3,0,4,2
428,POS Payment,4,Tablet,Houston,2,64,10,Debit Card,0,1,0,0,0,Low,4,2,2,1
1633.18,Online Purchase,0,Mobile,Unknown,4,18,11,Credit Card,0,1,0,0,1,High,3,1,8,0
1260.24,POS Payment,18,Desktop,Miami,0,37,8,Net Banking,0,0,0,0,0,High,4,0,4,2
2979.3,Bill Payment,16,Desktop,San Francisco,2,107,2,Credit Card,0,0,1,0,0,High,2,0,6,0
2709.85,POS Payment,11,Tablet,Los Angeles,4,50,6,UPI,0,0,1,0,0,High,4,2,3,3
3396.17,Online Purchase,23,Mobile,New York,4,60,5,UPI,1,1,0,0,0,High,3,1,5,3
4554.1,Online Purchase,15,Tablet,Chicago,2,66,6,UPI,0,0,1,0,0,High,3,2,1,3
2108.26,POS Payment,16,Tablet,Boston,3,117,2,UPI,0,0,1,0,0,High,4,2,0,3
3281.34,Bank Transfer,7,Desktop,Chicago,3,6,12,Debit Card,0,0,0,1,1,High,1,0,1,1
4592.17,Bank Transfer,10,Tablet,Houston,1,52,8,Net Banking,0,0,1,0,0,High,1,2,2,2
2710.69,Online Purchase,5,Tablet,Miami,0,50,6,Debit Card,0,1,0,0,0,High,3,2,4,1
1544.86,POS Payment,21,Tablet,Chicago,2,9,13,Debit Card,0,0,0,1,1,High,4,2,1,1
2017.49,Bank Transfer,19,Tablet,Seattle,3,5,6,Net Banking,0,0,0,0,1,High,1,2,7,2
3774.3,ATM Withdrawal,14,Tablet,Seattle,4,29,14,UPI,0,0,1,1,1,High,0,2,7,3
3601.46,Bill Payment,8,Desktop,Houston,1,77,6,Debit Card,0,0,0,0,0,High,2,0,2,1
3743.33,Bill Payment,15,Mobile,Seattle,0,84,2,Debit Card,0,0,1,0,0,High,2,1,7,1
3717.77,POS Payment,12,Desktop,Chicago,2,2,11,Net Banking,0,0,1,0,1,High,4,0,1,2
4602.69,Bank Transfer,1,Mobile,Los Angeles,3,43,13,UPI,0,1,0,1,0,High,1,1,3,3
3821.21,POS Payment,6,Mobile,Los Angeles,3,21,12,UPI,0,0,0,1,1,High,4,1,3,3
4277.91,Online Purchase,11,Mobile,Chicago,2,87,8,Unknown,0,0,1,0,0,High,3,1,1,4
2870.69,Online Purchase,10,Tablet,Seattle,2,15,12,Net Banking,0,0,1,1,1,High,3,2,7,2
3222.64,ATM Withdrawal,16,Tablet,Boston,3,74,5,Debit Card,0,0,1,0,0,High,0,2,0,1
4838.76,Online Purchase,7,Desktop,Houston,1,100,4,UPI,0,0,0,0,0,High,3,0,2,3
4352.15,POS Payment,0,Mobile,Boston,3,35,1,UPI,0,1,0,0,0,High,4,1,0,3
3887.91,Bill Payment,11,Tablet,Los Angeles,4,66,3,UPI,0,0,1,0,0,High,2,2,3,3
3429.15,Bill Payment,5,Tablet,Unknown,1,13,14,Credit Card,0,1,0,1,1,High,2,2,8,0
1795.8,Bank Transfer,16,Mobile,Seattle,2,62,6,Net Banking,0,0,1,0,0,High,1,1,7,2
2742.89,Online Purchase,21,Desktop,New York,2,90,7,Debit Card,0,0,0,0,0,High,3,0,5,1
280.37,Bank Transfer,9,Tablet,New York,3,111,10,Debit Card,0,0,1,0,0,Low,1,2,5,1
2083.75,Online Purchase,2,Desktop,Houston,1,63,8,UPI,0,1,0,0,0,High,3,0,2,3
563.92,Bill Payment,12,Tablet,Boston,1,84,1,Net Banking,0,0,1,0,0,Medium,2,2,0,2
3644.55,Bill Payment,7,Mobile,New York,3,79,5,Credit Card,1,0,0,0,0,High,2,1,5,0
4462.13,ATM Withdrawal,20,Desktop,Miami,1,99,8,UPI,0,0,0,0,0,High,0,0,4,3
874.54,Bill Payment,16,Desktop,New York,1,65,5,Debit Card,0,0,1,0,0,Medium,2,0,5,1
1232.19,Online Purchase,4,Desktop,Miami,1,14,4,Credit Card,1,1,0,0,1,High,3,0,4,0
4285.62,Bill Payment,21,Mobile,Los Angeles,3,8,9,UPI,0,0,0,0,1,High,2,1,3,3
2931.23,Bill Payment,6,Mobile,San Francisco,0,72,9,Credit Card,0,0,0,0,0,High,2,1,6,0
2943.6,Bill Payment,2,Unknown,New York,0,43,2,Net Banking,0,1,0,0,0,High,2,3,5,2
2524.1,POS Payment,5,Tablet,Boston,3,62,2,Debit Card,0,1,0,0,0,High,4,2,0,1
1095.21,Bank Transfer,13,Mobile,Chicago,2,100,10,Credit Card,0,0,1,0,0,High,1,1,1,0
2524.1,POS Payment,8,Desktop,Chicago,2,5,5,Credit Card,0,0,0,0,1,High,4,0,1,0
4748.47,ATM Withdrawal,22,Unknown,Chicago,1,55,10,Net Banking,0,1,0,0,0,High,0,3,1,2
3618.73,Online Purchase,16,Unknown,Boston,1,31,13,Debit Card,0,0,1,1,0,High,3,3,0,1
456.72,POS Payment,8,Desktop,Boston,3,89,12,UPI,0,0,0,1,0,Low,4,0,0,3
1118.58,Online Purchase,12,Mobile,Chicago,3,36,12,Net Banking,0,0,1,1,0,High,3,1,1,2
3137.44,ATM Withdrawal,15,Tablet,Los Angeles,1,87,8,Debit Card,0,0,1,0,0,High,0,2,3,1
1420.91,Bank Transfer,10,Tablet,Houston,4,112,13,Net Banking,0,0,1,1,0,High,1,2,2,2
1262.41,Online Purchase,4,Desktop,Boston,2,97,4,Net Banking,0,1,0,0,0,High,3,0,0,2
1015.73,Bank Transfer,16,Tablet,Miami,4,50,4,Debit Card,0,0,1,0,0,High,1,2,4,1
932.71,ATM Withdrawal,15,Mobile,Houston,2,72,8,Net Banking,0,0,1,0,0,Medium,0,1,2,2
3068.59,Bank Transfer,22,Desktop,San Francisco,1,114,11,Debit Card,0,1,0,0,0,High,1,0,6,1
4529.71,ATM Withdrawal,4,Desktop,San Francisco,3,30,2,UPI,0,1,0,0,0,High,0,0,6,3
1808.85,Bill Payment,18,Desktop,Miami,0,110,4,Net Banking,0,0,0,0,0,High,2,0,4,2
611.94,ATM Withdrawal,9,Unknown Device,Miami,2,47,4,Credit Card,0,0,1,0,0,Medium,0,4,4,0
625.88,ATM Withdrawal,11,Mobile,Los Angeles,4,4,3,Credit Card,0,0,1,0,1,Medium,0,1,3,0
4668.78,Bank Transfer,18,Tablet,Seattle,2,4,5,UPI,0,0,0,0,1,High,1,2,7,3
2646.03,Online Purchase,20,Desktop,New York,4,21,3,Debit Card,0,0,0,0,1,High,3,0,5,1
2334.1,Bill Payment,6,Tablet,Unknown,4,106,14,Unknown,0,0,0,1,0,High,2,2,8,4
4454.25,POS Payment,5,Desktop,Seattle,3,62,14,Unknown,1,1,0,1,0,High,4,0,7,4
2538.03,POS Payment,12,Mobile,Chicago,2,105,5,UPI,0,0,1,0,0,High,4,1,1,3
2405.59,Online Purchase,12,Tablet,Miami,2,50,4,Debit Card,1,0,1,0,0,High,3,2,4,1
4633.63,Online Purchase,18,Mobile,Houston,4,106,10,Credit Card,0,0,0,0,0,High,3,1,2,0
2374.92,Bill Payment,19,Tablet,Chicago,2,83,11,Unknown,0,0,0,0,0,High,2,2,1,4
1957.85,ATM Withdrawal,15,Desktop,Seattle,1,9,6,Credit Card,0,0,1,0,1,High,0,0,7,0
2910.4,Online Purchase,10,Mobile,Seattle,4,89,9,Debit Card,0,0,1,0,0,High,3,1,7,1
4886.27,Bill Payment,9,Mobile,Los Angeles,3,96,14,Credit Card,0,0,1,1,0,High,2,1,3,0
4819.33,Online Purchase,12,Desktop,Unknown,4,10,7,Credit Card,0,0,1,0,1,High,3,0,8,0
3879.13,ATM Withdrawal,6,Mobile,Los Angeles,2,34,6,UPI,0,0,0,0,0,High,0,1,3,3
2498.91,Online Purchase,1,Tablet,Seattle,4,60,2,Credit Card,0,1,0,0,0,High,3,2,7,0
4407.9,Bill Payment,17,Unknown,Houston,2,27,10,Credit Card,1,0,1,0,1,High,2,3,2,0
2099.82,ATM Withdrawal,15,Tablet,New York,0,57,8,Credit Card,0,0,1,0,0,High,0,2,5,0
2524.1,ATM Withdrawal,3,Tablet,Seattle,2,34,9,Net Banking,0,1,0,0,0,High,0,2,7,2
901.24,Online Purchase,9,Desktop,Miami,0,59,8,Debit Card,0,0,1,0,0,Medium,3,0,4,1
3308.13,Bank Transfer,4,Desktop,San Francisco,1,30,9,Net Banking,0,1,0,0,0,High,1,0,6,2
2524.1,Bank Transfer,21,Tablet,Miami,0,83,3,Credit Card,0,0,0,0,0,High,1,2,4,0
2524.1,Bank Transfer,12,Desktop,Los Angeles,2,25,5,UPI,0,0,1,0,1,High,1,0,3,3
2073.13,Online Purchase,15,Desktop,Los Angeles,0,50,3,Net Banking,0,0,1,0,0,High,3,0,3,2
1995.06,Online Purchase,8,Mobile,Seattle,4,83,3,Credit Card,0,0,0,0,0,High,3,1,7,0
3734.16,Online Purchase,16,Desktop,Miami,0,75,13,Credit Card,0,0,1,1,0,High,3,0,4,0
2129.47,POS Payment,11,Desktop,Chicago,2,38,10,Net Banking,0,0,1,0,0,High,4,0,1,2
3571.54,POS Payment,13,Tablet,Los Angeles,4,4,6,UPI,0,0,1,0,1,High,4,2,3,3
4276.05,Bill Payment,14,Tablet,Los Angeles,1,53,10,Credit Card,0,0,1,0,0,High,2,2,3,0
688.71,Bill Payment,4,Desktop,San Francisco,2,23,11,UPI,0,1,0,0,1,Medium,2,0,6,3
2397.72,ATM Withdrawal,4,Desktop,Boston,3,35,5,Credit Card,0,1,0,0,0,High,0,0,0,0
4724.83,Bill Payment,3,Mobile,Los Angeles,2,78,1,Debit Card,0,1,0,0,0,High,2,1,3,1
4061.85,Bill Payment,22,Tablet,New York,0,26,10,Net Banking,0,1,0,0,1,High,2,2,5,2
4868.19,POS Payment,7,Mobile,Los Angeles,1,5,4,Net Banking,0,0,0,0,1,High,4,1,3,2
4302.24,Bank Transfer,21,Tablet,Los Angeles,4,79,13,Debit Card,0,0,0,1,0,High,1,2,3,1
1554.55,Bill Payment,23,Desktop,New York,2,74,1,Credit Card,0,1,0,0,0,High,2,0,5,0
899.87,Bill Payment,21,Unknown,Chicago,1,20,7,UPI,0,0,0,0,1,Medium,2,3,1,3
1056.66,Bill Payment,4,Tablet,Los Angeles,4,41,7,Unknown,0,1,0,0,0,High,2,2,3,4
1088.38,Bill Payment,18,Desktop,Seattle,2,26,11,Net Banking,0,0,0,0,1,High,2,0,7,2
383.3,POS Payment,11,Mobile,San Francisco,3,33,13,Debit Card,0,0,1,1,0,Low,4,1,6,1
2524.1,Bank Transfer,6,Tablet,New York,4,77,14,Debit Card,0,0,0,1,0,High,1,2,5,1
2524.1,POS Payment,23,Tablet,Miami,1,88,4,Credit Card,0,1,0,0,0,High,4,2,4,0
510.85,POS Payment,5,Tablet,Chicago,2,78,3,Credit Card,1,1,0,0,0,Medium,4,2,1,0
3814.39,Bank Transfer,23,Desktop,Boston,4,86,8,Debit Card,0,1,0,0,0,High,1,0,0,1
1631.58,Online Purchase,18,Mobile,Chicago,4,102,9,Unknown,0,0,0,0,0,High,3,1,1,4
359.83,Bill Payment,5,Desktop,New York,4,100,13,Net Banking,0,1,0,1,0,Low,2,0,5,2
952.83,Bill Payment,0,Desktop,New York,0,92,4,Debit Card,0,1,0,0,0,Medium,2,0,5,1
3289.46,POS Payment,0,Tablet,Seattle,0,105,13,Credit Card,0,1,0,1,0,High,4,2,7,0
3971.06,ATM Withdrawal,4,Desktop,Miami,3,71,14,Net Banking,0,1,0,1,0,High,0,0,4,2
1272.12,Bill Payment,15,Mobile,Unknown,4,61,5,UPI,0,0,1,0,0,High,2,1,8,3
2887.41,Online Purchase,14,Tablet,Houston,2,109,12,Net Banking,0,0,1,1,0,High,3,2,2,2
9.36,POS Payment,9,Tablet,New York,2,54,2,UPI,0,0,1,0,0,Very Low,4,2,5,3
1395.55,Bank Transfer,18,Mobile,Los Angeles,3,98,2,Unknown,0,0,0,0,0,High,1,1,3,4
912.26,Online Purchase,6,Mobile,San Francisco,0,34,1,Net Banking,0,0,0,0,0,Medium,3,1,6,2
